author_id,doc_id,chunks (1500)
1237,2854,1407
1491,3546,1407
2499,6210,1407
3150,8082,1407
902,2137,1407
11013,28730,1404
2527,6265,1404
6324,16606,1404
1075,2496,1404
6951,18397,1402
9334,24546,1401
8490,22105,1401
9709,25585,1401
940,2248,1401
11012,28926,1401
1069,2473,1398
2021,5001,1396
6324,17454,1395
4318,11192,1395
1078,2506,1395
5300,14053,1393
6951,18399,1392
9423,24770,1389
6324,16609,1389
1815,4346,1388
2413,5962,1386
2499,6211,1386
2557,6305,1386
3557,9065,1386
9399,24704,1385
11013,28724,1383
5432,14467,1380
5926,15644,1380
1624,3872,1380
6806,17969,1380
8477,23166,1380
10715,27975,1377
2413,6335,1374
1069,2651,1374
7439,19664,1373
1808,20133,1372
9513,25007,1371
9007,23529,1371
4107,10588,1368
1260,2919,1365
1532,3642,1365
8881,23106,1365
10421,27270,1362
8730,22741,1362
1532,3846,1359
3424,8757,1359
11145,29061,1356
4754,12454,1356
9920,26107,1353
6481,17916,1353
9847,25947,1350
7652,20259,1350
7439,19661,1349
10157,26671,1347
9726,25635,1347
388,843,1344
6324,16594,1344
1582,3787,1344
7286,19228,1344
924,2195,1344
6951,18398,1342
10715,27972,1338
4754,12457,1335
5117,13576,1335
1748,4100,1332
1416,3479,1332
2765,6993,1332
9872,26020,1329
5195,13716,1329
6418,20499,1329
3275,8295,1329
3406,8721,1329
8187,22447,1326
970,2312,1326
3095,7866,1323
8500,23177,1323
8500,23182,1323
7392,19442,1321
1957,4760,1320
5009,13186,1320
2371,5861,1320
2654,6632,1320
6549,17228,1320
6780,18702,1320
9709,25586,1317
5009,13185,1317
6373,16745,1317
2703,7260,1317
4107,18357,1317
378,818,1314
3095,7867,1314
7832,20663,1314
8202,21477,1314
82,6494,1312
6933,18345,1312
3140,8064,1311
9588,26339,1308
6075,16046,1308
10191,27681,1308
6373,16761,1308
2654,7168,1308
2814,7093,1308
3315,8487,1308
3346,8558,1308
10057,26439,1305
5376,14322,1305
10930,28403,1305
2371,5857,1305
2712,6790,1305
11058,28893,1302
2234,5863,1302
2357,5835,1302
7849,20691,1302
7439,19668,1301
8920,23282,1301
9346,24585,1299
2654,6669,1299
3670,9335,1299
1075,2494,1299
10270,26916,1296
5025,13231,1296
2413,6326,1296
6786,17844,1296
10715,27973,1293
5871,15496,1293
10999,28884,1293
6231,16361,1293
10270,26915,1293
6493,17057,1293
3275,8309,1293
7464,19731,1293
7789,20579,1293
8311,21719,1293
8877,23079,1293
427,951,1290
748,1684,1290
4090,10548,1290
2001,4972,1288
11178,29127,1287
4754,12453,1287
6226,16353,1287
1680,3967,1287
3275,8307,1287
6786,17845,1284
4821,13388,1281
698,1544,1281
7967,20964,1281
9651,26481,1278
421,922,1278
2234,5518,1278
7832,20660,1278
8128,21324,1278
927,2208,1278
6975,18429,1277
6324,16596,1275
8553,22285,1275
5991,15853,1273
10270,26918,1272
1805,4308,1272
10261,26884,1272
1860,4428,1272
4821,12742,1272
2832,7227,1272
7832,20662,1272
8477,22067,1272
1122,2577,1272
10999,28882,1269
2170,5372,1269
1507,3572,1269
6418,25692,1269
2735,19177,1269
4196,10960,1269
9958,26170,1266
2557,6306,1266
7479,19765,1265
2413,6327,1263
2472,6149,1263
2616,6559,1263
748,1858,1263
9847,25953,1260
3632,9248,1260
9789,25761,1257
1260,2892,1257
10270,26914,1257
9901,26069,1257
8500,23181,1254
3816,10921,1254
1955,4754,1252
6951,18372,1252
7102,19620,1251
8108,21295,1251
8500,23178,1251
920,2169,1251
6373,16757,1248
3472,8826,1248
10269,26909,1245
6022,15916,1245
6732,24287,1245
3431,8769,1245
8813,22892,1245
10930,28401,1242
7203,18923,1242
7618,20134,1242
3346,8556,1242
8500,23174,1242
3832,9747,1242
4432,11544,1242
8948,23332,1241
4821,14101,1239
2699,6749,1239
6813,17980,1239
748,1687,1239
1078,2508,1239
7439,19662,1237
9827,25915,1236
1260,2907,1236
10999,28672,1236
5871,16326,1236
698,1542,1236
1616,3860,1236
8202,21480,1236
1680,10773,1236
8797,22847,1236
1260,2915,1233
2413,6345,1233
2930,7488,1233
3557,9615,1233
886,2113,1233
307,664,1233
998,2347,1233
6324,16628,1230
1177,2928,1227
5761,25358,1227
6786,17852,1227
1680,6048,1227
877,2094,1227
10999,28686,1224
1171,2716,1224
1260,2910,1224
6951,18379,1222
6975,18434,1222
5165,13667,1221
1400,3427,1218
7035,19448,1218
748,2039,1218
9399,24715,1217
6481,17914,1217
7417,19519,1217
89,4253,1216
5466,14503,1215
5929,15675,1213
7967,20965,1213
9346,24583,1212
1260,2916,1212
1957,4766,1212
428,955,1212
2234,5868,1212
6265,16460,1212
8798,22850,1212
10854,28245,1209
1776,4195,1209
6140,16235,1209
2654,7148,1209
6418,20498,1209
2777,7025,1209
2942,7523,1209
3133,8038,1209
3275,8308,1209
1814,4339,1208
1260,2904,1206
7194,18892,1206
8477,22059,1206
8486,22100,1205
902,2138,1203
1616,3861,1200
1680,6046,1200
7596,19997,1200
4004,10375,1200
254,16707,1198
9496,24963,1197
5156,13627,1197
10505,27462,1197
748,1685,1197
8409,21925,1197
27,21159,1196
4960,13030,1194
698,1545,1194
5929,15668,1193
9513,25005,1191
6166,17092,1191
6776,17802,1191
8500,23176,1191
9362,24640,1188
1346,3098,1188
5625,15800,1188
8500,23180,1188
6951,18373,1187
11058,28894,1185
1750,4140,1185
10044,26412,1185
2703,6770,1185
748,2040,1185
3275,8305,1185
3289,8387,1185
7862,20719,1185
1814,4341,1184
2654,7126,1182
2950,7542,1182
3306,8891,1182
7561,19921,1182
6402,16847,1181
9191,24126,1179
5195,13715,1179
2703,7271,1179
7016,18502,1179
7277,19197,1179
3323,8515,1179
8500,23179,1179
10302,26984,1176
4660,12232,1176
2723,6812,1176
7103,18698,1176
5929,15673,1173
8950,23342,1173
4470,11629,1173
11013,28925,1170
4660,12236,1170
692,1531,1170
1680,6051,1170
9726,25636,1167
4754,12470,1167
698,1549,1167
6951,18383,1167
7561,19919,1167
8409,21927,1167
307,668,1167
1069,2474,1167
6481,17922,1165
2138,5292,1164
6207,19178,1164
6324,16598,1164
2703,7246,1164
2703,7286,1164
1680,6932,1164
866,2056,1164
3846,9771,1164
9872,26025,1161
6401,17670,1161
10928,28395,1161
748,1872,1161
9709,25582,1161
1260,2889,1158
3133,8037,1158
1680,6047,1158
1680,6930,1158
7595,19995,1158
8798,22848,1158
10999,28666,1155
1400,3466,1155
9872,26022,1155
2703,7265,1155
7209,18938,1155
6491,17054,1153
10302,26979,1152
1382,3161,1152
6022,15917,1152
6780,18708,1152
6951,18375,1152
7834,20668,1152
829,2115,1152
4259,11082,1152
1260,2895,1149
1260,2914,1149
1382,3160,1149
2654,7155,1149
7194,18881,1149
8500,23183,1149
1078,2505,1149
4423,11439,1149
1884,4502,1148
1915,5116,1148
2123,5574,1146
89,4240,1146
8477,22064,1146
1260,2894,1143
1260,2896,1143
6322,16582,1143
2703,7282,1143
1680,6931,1143
6897,18217,1141
10999,28673,1140
1848,4691,1140
1867,4472,1140
1260,2888,1140
2413,6331,1140
1474,3650,1140
7618,20143,1140
10270,26917,1137
2322,5784,1137
6284,16494,1137
7194,18886,1137
8820,23985,1137
4993,13801,1134
1616,3862,1134
8311,21720,1134
7906,20789,1133
1837,4386,1132
1837,4388,1132
9763,25710,1131
5220,23702,1131
5929,15647,1131
1532,3852,1131
6786,17856,1131
7277,19198,1131
1680,6049,1131
10949,28476,1128
1969,4797,1128
10156,26658,1128
1346,3091,1128
10057,26441,1128
927,2207,1128
1029,2420,1128
1680,6050,1125
7439,20651,1125
4484,12205,1125
9847,25946,1122
6530,17988,1122
3007,7672,1122
6974,18428,1122
7255,19035,1122
3632,9247,1122
4504,11715,1122
1814,4340,1120
9819,25863,1119
6813,17981,1119
1680,6934,1119
3637,9258,1119
5929,15688,1117
2233,5502,1116
2527,6259,1116
3117,7905,1116
7862,20718,1116
8514,22198,1116
9007,23530,1116
9266,24418,1113
5326,14221,1113
9429,24787,1113
5625,15816,1113
6324,16595,1113
1582,3786,1113
6464,16969,1113
6481,17917,1113
4004,10376,1113
9579,25261,1110
4960,13044,1110
5248,13883,1110
9007,23528,1110
9457,25966,1109
7439,19656,1109
9543,25083,1107
4683,12295,1107
4754,12463,1107
1260,2900,1107
421,921,1107
7862,20715,1107
8202,21478,1107
1680,23274,1107
6402,18620,1105
6481,17918,1105
8948,23331,1105
4821,13418,1104
427,952,1104
6786,17846,1104
8477,23167,1104
8844,24051,1104
3816,14903,1104
10476,27379,1101
1748,4111,1101
9901,26071,1101
1748,4124,1101
5929,15651,1101
790,1981,1101
7862,20712,1101
7862,20716,1101
8798,22849,1101
9510,24988,1098
4652,12221,1098
5250,13863,1098
1400,3458,1098
1680,6045,1098
6951,18371,1097
10930,28402,1095
1689,8287,1095
4754,12458,1095
1260,2917,1095
6324,16625,1095
775,1756,1095
10422,27277,1092
1260,2898,1092
10930,28399,1092
6373,16746,1092
10861,28262,1092
1680,4229,1092
6951,18377,1092
1680,6933,1092
3766,10047,1092
9346,24601,1089
1748,4120,1089
5023,13227,1089
5423,14449,1089
5625,15817,1089
1474,15053,1089
2473,6537,1089
2654,7132,1089
3642,9847,1089
9588,26327,1086
520,1124,1086
526,1139,1086
6515,17109,1086
6532,17166,1086
698,1551,1086
3267,19176,1086
3309,8419,1086
9872,26027,1083
6214,16336,1083
10270,26912,1083
6373,16752,1083
2643,6606,1083
6532,17173,1083
6936,25968,1082
9429,24785,1081
6179,16292,1080
9152,23958,1080
2643,6603,1080
10070,26463,1080
2654,7116,1080
3095,7868,1080
7676,20339,1080
7697,20374,1080
10715,27974,1077
1260,2891,1077
10461,27353,1077
6951,18376,1077
6951,18388,1077
7194,18893,1077
10231,26825,1074
698,1543,1074
727,1600,1074
1680,6039,1074
7203,18919,1074
8341,22784,1074
6400,17676,1073
4754,12472,1071
4821,23122,1071
425,944,1071
5248,16029,1071
8204,21496,1071
3721,9440,1071
850,2010,1071
3814,9666,1071
984,2327,1071
1680,23230,1071
5932,15693,1069
11145,29059,1068
1260,2902,1068
5625,15812,1068
3679,9354,1068
4343,11229,1068
1714,23692,1065
4660,12234,1065
5345,14585,1065
698,1547,1065
6790,18754,1065
3117,7904,1065
7329,20229,1065
1680,6446,1065
9958,26184,1062
698,1548,1062
10270,26913,1062
6790,17871,1062
11060,28901,1062
6936,21557,1062
3095,7869,1062
8714,22673,1062
8488,22102,1061
8880,23087,1061
9221,24212,1059
4732,12401,1059
10076,26496,1059
526,1138,1059
6166,17093,1059
6732,24318,1059
7805,20605,1059
3679,9356,1059
5991,15855,1057
6401,18603,1057
6464,16962,1057
6951,18393,1057
1490,3543,1056
7697,20369,1056
8644,22469,1056
4004,10379,1056
4526,11767,1054
10984,28638,1053
5220,24788,1053
9080,23803,1053
6373,16763,1053
6790,18752,1053
7414,26150,1053
7697,20368,1053
3670,9316,1053
8948,23338,1053
1075,2491,1053
11012,28919,1050
1384,3165,1050
2418,5971,1050
1485,3537,1050
6363,16726,1050
7104,18715,1050
71,103,1050
3726,9453,1050
243,516,1050
7447,19687,1049
1862,24798,1048
10302,26982,1047
5625,15792,1047
2289,5714,1047
2654,6652,1047
9049,23721,1047
1680,21090,1047
9387,24681,1045
7977,20978,1045
1867,4780,1044
1397,3181,1044
2175,5378,1044
6790,18749,1044
8204,21497,1044
1680,19074,1044
9579,25260,1041
4887,16507,1041
4960,13037,1041
6402,18596,1041
6538,17212,1041
6790,18753,1041
7452,19698,1041
775,1757,1041
8477,22073,1041
3824,9734,1041
1884,4506,1040
1260,2893,1038
5235,13766,1038
2413,6831,1038
6786,17847,1038
775,1755,1038
71,8979,1038
7408,19504,1037
4997,13160,1035
6093,16115,1035
2654,7154,1035
6790,17869,1035
6790,18750,1035
6790,18755,1035
3289,8341,1035
7862,20713,1035
3632,9245,1035
8950,23343,1033
10302,26986,1032
4754,12466,1032
6724,17632,1032
6790,17870,1032
7554,20911,1032
7925,20825,1032
3679,9355,1032
8358,21798,1032
9237,24249,1029
1260,2909,1029
1400,3192,1029
2289,5707,1029
2950,7531,1029
6786,17848,1029
7208,18931,1029
7452,19697,1029
7961,20902,1029
6951,18381,1027
10076,26497,1026
5466,14499,1026
9237,24230,1026
5625,15810,1026
1501,3561,1026
6312,16565,1026
6324,16608,1026
698,1554,1026
6790,17879,1026
7255,19034,1026
936,2226,1026
89,4936,1026
5358,14288,1025
6401,18601,1025
4504,11719,1024
5404,14407,1023
5625,15811,1023
5625,15815,1023
2391,5903,1023
6052,16006,1023
1543,26644,1023
6390,16822,1023
6786,17868,1023
7607,20112,1023
8477,22061,1023
6951,18380,1022
6951,18391,1022
5271,14642,1021
9237,24232,1020
6790,17875,1020
10395,27207,1020
3023,7722,1020
10191,26739,1020
7103,18697,1020
3898,9864,1020
9511,24996,1017
526,1136,1017
5535,14677,1017
5625,14999,1017
5625,15807,1017
569,1244,1017
6276,16480,1017
698,1550,1017
6601,17407,1017
6951,18386,1017
7447,26799,1017
7921,20815,1017
3722,10004,1017
8844,24094,1017
1087,2521,1017
541,1176,1014
6166,17087,1014
6780,18709,1014
6790,17866,1014
3185,8133,1014
7775,24791,1014
8358,21796,1014
1680,19101,1014
7961,21933,1013
7961,21934,1013
1862,23717,1012
6951,18378,1012
6975,18431,1012
10302,26997,1011
4660,12233,1011
9355,24633,1011
1325,23703,1011
9901,26073,1011
5625,15814,1011
9958,26181,1011
1501,3562,1011
2462,6121,1011
6776,17805,1011
3670,9331,1011
5365,14298,1009
5929,15656,1009
5929,15669,1009
6400,16856,1009
8855,23038,1009
5625,15798,1008
5625,15797,1008
5625,15801,1008
1501,3560,1008
6298,17361,1008
775,1764,1008
8597,22360,1008
1680,22137,1008
9707,25580,1005
4752,12445,1005
5850,15474,1005
6166,17095,1005
6401,17669,1005
6790,18751,1005
7948,20889,1005
8920,25034,1005
8948,23330,1005
1955,4752,1004
10710,27967,1002
5625,14997,1002
2472,6144,1002
6087,16099,1002
1680,6054,1002
3320,8509,1002
775,1763,1002
8835,22978,1002
9399,25825,1001
7961,20909,1001
1854,4420,1000
10044,26410,999
1748,4116,999
9588,25299,999
6363,16718,999
2786,7039,999
3120,7912,999
3346,8555,999
7630,20173,999
6400,17681,997
6927,18325,997
6951,18374,997
10012,26367,996
1394,3178,996
6790,17864,996
7329,20227,996
3905,9877,996
338,761,996
9221,24213,993
1260,2890,993
9588,26324,993
6147,16244,993
9237,24235,993
7392,19444,993
9288,24470,993
8385,25349,993
3722,10003,993
8820,23980,993
3824,9732,993
4243,11597,993
10743,28016,990
5625,15795,990
5838,15438,990
5850,15470,990
2942,7522,990
775,1753,990
1680,22169,990
9496,24965,989
7961,21932,989
1863,4687,988
1956,4756,988
10270,26911,987
4683,12288,987
9981,26273,987
5625,15796,987
9543,25085,987
6951,18387,987
9114,23855,987
6951,18390,987
3102,7877,987
6401,16846,985
7961,20901,985
4960,13686,984
1964,4775,984
7353,19365,984
8477,22060,984
8477,23163,984
8729,22728,984
936,2222,984
6924,18317,982
6933,18344,982
4517,11739,982
11015,28923,981
1683,3973,981
4660,12235,981
4752,12444,981
6373,16754,981
7194,18885,981
3306,8897,981
8974,23464,981
4196,10958,981
1848,4408,980
9796,25774,978
5051,13362,978
5625,15805,978
5625,15806,978
790,1995,978
1011,2374,978
1862,9986,976
71,104,976
9513,25010,975
436,979,975
9901,26074,975
1582,3791,975
10057,26438,975
1680,6055,975
3375,8619,975
7961,20905,973
7961,20906,973
10220,26808,972
4754,12469,972
1848,4406,972
1862,24802,972
4950,13013,972
1661,3942,972
7194,18882,972
1680,6053,972
7538,19882,972
7593,19983,972
8142,21359,972
3970,10152,972
5625,15785,969
2527,6256,969
604,1356,969
7140,18787,969
7208,18930,969
3722,10026,969
1848,4412,968
6927,18326,967
9237,24258,966
1748,4098,966
4821,14089,966
4960,13043,966
4993,13126,966
5625,15787,966
5625,15784,966
5633,15047,966
2703,6774,966
2992,7629,966
1011,2378,966
1680,21081,966
1260,2905,963
6532,17159,963
3249,8246,963
7618,20150,963
4259,11635,963
6951,18382,962
6951,18396,962
5300,14056,961
4683,12301,960
1346,3103,960
5625,15786,960
7255,19036,960
1680,6060,960
842,1999,960
8620,22393,960
3970,10144,960
1069,2472,960
4504,11716,960
9796,25775,957
2128,5272,957
7961,20899,957
3722,9985,957
1867,4778,956
9510,24992,954
1346,3099,954
5248,14629,954
1680,6059,954
3722,10021,954
3722,10596,954
3817,9718,954
340,758,954
1680,22135,954
5988,15837,953
6401,16864,953
6402,17709,953
9901,26072,951
2616,6561,951
7618,20142,951
4188,10949,951
151,433,950
9510,24995,948
4960,13033,948
5535,14687,948
6312,16564,948
3185,8134,948
7194,18884,948
7308,20199,948
7697,20375,948
3722,9447,948
9040,23664,948
6951,18389,947
6975,18432,947
9579,25269,945
1748,4102,945
428,963,945
5625,15804,945
6132,16215,945
6464,16965,945
6780,18710,945
7209,18932,945
7392,19445,945
7832,20659,945
7921,20812,945
7921,20814,945
7961,20907,945
8477,22069,945
8552,23365,945
8812,22889,945
1680,26547,945
9152,23961,942
4594,11992,942
4853,12826,942
1384,3164,942
5625,15803,942
5880,15569,942
6087,16098,942
6373,16764,942
6765,17765,942
6951,18394,942
7194,18894,942
3289,8365,942
7939,20845,942
7939,20844,942
5279,14025,941
7906,20780,941
7961,20910,941
9847,25948,939
2123,5202,939
9579,25263,939
2233,5514,939
2527,6264,939
2724,6816,939
3722,9992,939
3734,9473,939
3803,9632,939
6481,17920,937
6951,18384,937
8948,23334,937
9273,24427,936
1862,4432,936
9286,24465,936
1956,4755,936
7921,20813,936
7939,20846,936
798,1805,936
8820,23984,936
9510,24994,933
1203,2807,933
10191,26749,933
5300,14054,933
9945,26138,933
6530,17987,933
9457,24891,933
1680,19089,933
1860,4435,932
1863,4433,932
6924,18322,932
89,4899,932
10220,26809,930
5242,14543,930
587,1300,930
1501,3559,930
2616,6560,930
3233,8207,930
7775,24784,930
7939,20842,930
8288,21647,930
3816,10227,930
7961,20908,929
1980,8494,928
10261,26886,927
1748,4125,927
2560,6312,927
2992,7634,927
6927,18331,927
1011,2377,927
9496,24964,925
1848,4410,924
9152,23962,924
5929,15649,924
